category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.10220	0.296495201	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.13477	0.254111642	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.11444	0.248265291	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.01993	-0.60195167	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.10243	-0.311921131	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.11687	-0.54977612	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.17005	-0.761079147	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.10933	-0.534063446	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03078	-0.582745698	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.21839	-1.324888546	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.09888	0.710961826	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.20254	1.021651083	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.20393	1.348921854	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.08458	-0.53954606	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.22736	0.695640666	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03924	0.64288109	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.23358	0.366382095	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.00853	0.438887502	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.01529	0.693952858	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.14164	1.362651695	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.15240	0.64745688	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.22269	0.49466349	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.23871	1.182138952	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.01957	-1.289302512	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.11298	0.247249523	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.15030	-0.59606286	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.13457	0.549266039	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.05685	0.645159112	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.20961	1.067489123	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.07378	0.530838894	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.08495	-0.564990261	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.18175	-0.592788287	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.11517	-0.476507052	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.21784	0.496271394	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.10442	0.329038024	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.19926	0.456115236	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.21330	0.696520667	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.05377	0.64159162	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.23884	0.710174101	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.10049	-0.893211298	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.20859	0.538557256	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.20860	1.25018965	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03386	0.334199333	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.02995	0.701338756	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.15328	-0.297240113	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.08198	1.043347708	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.00906	0.412966726	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.23006	0.754769094	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.07793	-0.61030375	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.09744	-0.323871187	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.07251	0.387681235	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.16098	0.85182699	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.17678	1.031865665	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.16097	1.475877023	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.23692	0.609365565	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.14022	0.417635232	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.07883	0.594616042	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.04937	-0.636921015	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.06953	0.475899936	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03096	-0.577716802	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.00414	0.699880928	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03607	0.663262516	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.03770	1.013220193	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.09470	0.769975415	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.12214	0.650904053	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.12596	0.583827743	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.13080	0.856839388	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.17785	0.733832444	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.18265	1.19961187	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.18800	0.849249084	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.21394	0.69439622	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.22024	0.431846361	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.24639	0.678550194	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.01575	-0.350451055	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.06551	-0.187847667	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.21243	-1.00418581	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.11456	0.660629207	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.18375	-0.243016052	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.17067	-0.276243672	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.14585	0.753229344	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.01000	0.451965885	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.08360	0.710525302	2.429231449	4.082482905
BP	GO:0000377	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	96	AUG_V2A.13530	-1.019759572	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03929	-1.015041461	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.14951	-1.163168044	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.00613	-0.656234179	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.08670	0.426955896	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.17941	0.481889938	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.04919	1.117105143	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.02226	0.715053765	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.24303	0.798444913	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.00065	0.556322716	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.07945	0.574795399	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23855	0.814098989	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21924	0.360877224	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.16788	0.431607956	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.10220	0.296495201	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.13477	0.254111642	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.11444	0.248265291	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.01993	-0.60195167	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.10243	-0.311921131	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.11687	-0.54977612	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.17005	-0.761079147	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.10933	-0.534063446	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03078	-0.582745698	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21839	-1.324888546	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.09888	0.710961826	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.20254	1.021651083	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.20393	1.348921854	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.08458	-0.53954606	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.22736	0.695640666	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03924	0.64288109	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23358	0.366382095	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.00853	0.438887502	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.01529	0.693952858	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.14164	1.362651695	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.15240	0.64745688	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.22269	0.49466349	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23871	1.182138952	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.01957	-1.289302512	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.11298	0.247249523	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.15030	-0.59606286	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.13457	0.549266039	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.05685	0.645159112	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.20961	1.067489123	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.07378	0.530838894	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.08495	-0.564990261	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.18175	-0.592788287	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.11517	-0.476507052	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21784	0.496271394	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.10442	0.329038024	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.19926	0.456115236	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21330	0.696520667	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.05377	0.64159162	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23884	0.710174101	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.10049	-0.893211298	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.20859	0.538557256	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.20860	1.25018965	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03386	0.334199333	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.02995	0.701338756	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.15328	-0.297240113	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.08198	1.043347708	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.00906	0.412966726	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23006	0.754769094	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.07793	-0.61030375	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.09744	-0.323871187	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.07251	0.387681235	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.16098	0.85182699	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.17678	1.031865665	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.16097	1.475877023	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.23692	0.609365565	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.14022	0.417635232	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.07883	0.594616042	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.04937	-0.636921015	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.06953	0.475899936	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03096	-0.577716802	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.00414	0.699880928	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03607	0.663262516	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.03770	1.013220193	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.09470	0.769975415	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.12214	0.650904053	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.12596	0.583827743	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.13080	0.856839388	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.17785	0.733832444	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.18265	1.19961187	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.18800	0.849249084	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21394	0.69439622	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.22024	0.431846361	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.24639	0.678550194	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.01575	-0.350451055	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.06551	-0.187847667	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.21243	-1.00418581	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.11456	0.660629207	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.18375	-0.243016052	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.17067	-0.276243672	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.14585	0.753229344	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.01000	0.451965885	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.08360	0.710525302	2.429231449	4.082482905
BP	GO:0000398	"mRNA splicing, via spliceosome"	96	AUG_V2A.13530	-1.019759572	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.03929	-1.015041461	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.14951	-1.163168044	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.00613	-0.656234179	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.08670	0.426955896	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.17941	0.481889938	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.04919	1.117105143	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.02226	0.715053765	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.24303	0.798444913	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.00065	0.556322716	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.07945	0.574795399	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.23855	0.814098989	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.21924	0.360877224	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.16788	0.431607956	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.10220	0.296495201	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.13477	0.254111642	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.11444	0.248265291	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.01993	-0.60195167	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.10243	-0.311921131	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.11687	-0.54977612	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.17005	-0.761079147	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.10933	-0.534063446	2.429231449	4.082482905
BP	GO:0000375	"RNA splicing, via transesterification reactions"	96	AUG_V2A.03078	-0.582745698	2.429231449	4.082482905
